Station Name,Measurement Timestamp,Air Temperature
63rd Street Weather Station,07/11/2015 10:00:00 PM,22.50
63rd Street Weather Station,07/11/2015 11:00:00 PM,21.20
63rd Street Weather Station,07/11/2015 12:00:00 AM,19.80
63rd Street Weather Station,07/12/2015 02:00:00 AM,19.70
63rd Street Weather Station,07/12/2015 03:00:00 AM,19.40
63rd Street Weather Station,07/12/2015 04:00:00 AM,19.00
63rd Street Weather Station,07/12/2015 05:00:00 AM,19.20
63rd Street Weather Station,07/12/2015 06:00:00 AM,19.40
63rd Street Weather Station,07/12/2015 07:00:00 AM,19.20
63rd Street Weather Station,07/12/2015 08:00:00 AM,19.20
63rd Street Weather Station,07/12/2015 09:00:00 AM,20.90
63rd Street Weather Station,07/12/2015 10:00:00 AM,20.20
63rd Street Weather Station,07/12/2015 11:00:00 AM,20.80
63rd Street Weather Station,07/12/2015 12:00:00 PM,20.60
63rd Street Weather Station,07/12/2015 01:00:00 PM,20.90
63rd Street Weather Station,07/12/2015 02:00:00 PM,21.10
63rd Street Weather Station,07/12/2015 03:00:00 PM,21.80
63rd Street Weather Station,07/12/2015 04:00:00 PM,22.10
63rd Street Weather Station,07/12/2015 05:00:00 PM,22.10
63rd Street Weather Station,07/12/2015 06:00:00 PM,22.10
63rd Street Weather Station,07/12/2015 07:00:00 PM,22.00
63rd Street Weather Station,07/12/2015 08:00:00 PM,21.40
63rd Street Weather Station,07/12/2015 09:00:00 PM,21.40
63rd Street Weather Station,07/12/2015 10:00:00 PM,21.80
63rd Street Weather Station,07/12/2015 11:00:00 PM,24.30
63rd Street Weather Station,07/12/2015 12:00:00 AM,20.30
63rd Street Weather Station,07/13/2015 01:00:00 AM,23.60
63rd Street Weather Station,07/13/2015 02:00:00 AM,23.40
63rd Street Weather Station,07/13/2015 03:00:00 AM,23.10
63rd Street Weather Station,07/13/2015 04:00:00 AM,22.80
63rd Street Weather Station,07/13/2015 05:00:00 AM,22.70
63rd Street Weather Station,07/13/2015 06:00:00 AM,22.40
63rd Street Weather Station,07/13/2015 07:00:00 AM,22.60
63rd Street Weather Station,07/13/2015 08:00:00 AM,19.80
63rd Street Weather Station,07/13/2015 09:00:00 AM,20.30
63rd Street Weather Station,07/13/2015 10:00:00 AM,19.60
63rd Street Weather Station,07/13/2015 11:00:00 AM,23.30
63rd Street Weather Station,07/13/2015 12:00:00 PM,25.30
63rd Street Weather Station,07/13/2015 01:00:00 PM,26.50
63rd Street Weather Station,07/13/2015 02:00:00 PM,27.70
63rd Street Weather Station,07/13/2015 03:00:00 PM,28.70
63rd Street Weather Station,07/13/2015 04:00:00 PM,29.40
63rd Street Weather Station,07/13/2015 05:00:00 PM,29.60
63rd Street Weather Station,07/13/2015 06:00:00 PM,30.10
63rd Street Weather Station,07/13/2015 07:00:00 PM,30.20
63rd Street Weather Station,07/13/2015 08:00:00 PM,27.60
63rd Street Weather Station,07/13/2015 09:00:00 PM,26.80
63rd Street Weather Station,07/13/2015 10:00:00 PM,22.40
63rd Street Weather Station,07/13/2015 11:00:00 PM,23.70
63rd Street Weather Station,07/13/2015 12:00:00 AM,24.00
63rd Street Weather Station,07/14/2015 01:00:00 AM,25.70
