Station Name,Measurement Timestamp,Air Temperature,wind
63rd Street Weather Station,07/09/2015 07:00:00 PM,18.40,3.6
63rd Street Weather Station,07/09/2015 08:00:00 PM,17.90,3.1
63rd Street Weather Station,07/09/2015 09:00:00 PM,18.20,4.5
63rd Street Weather Station,07/09/2015 10:00:00 PM,18.30,4.5
63rd Street Weather Station,07/09/2015 11:00:00 PM,18.20,4
63rd Street Weather Station,07/09/2015 12:00:00 AM,17.80,4
63rd Street Weather Station,07/10/2015 01:00:00 AM,18.00,3.6
63rd Street Weather Station,07/10/2015 02:00:00 AM,17.70,2.2
63rd Street Weather Station,07/10/2015 03:00:00 AM,17.70,2.2
63rd Street Weather Station,07/10/2015 04:00:00 AM,17.70,4.9
63rd Street Weather Station,07/10/2015 05:00:00 AM,17.60,4
63rd Street Weather Station,07/10/2015 06:00:00 AM,17.60,3.1
63rd Street Weather Station,07/10/2015 07:00:00 AM,18.30,5.4
63rd Street Weather Station,07/10/2015 08:00:00 AM,19.90,2.7
63rd Street Weather Station,07/10/2015 09:00:00 AM,20.20,9.4
63rd Street Weather Station,07/10/2015 10:00:00 AM,19.30,4.5
63rd Street Weather Station,07/10/2015 11:00:00 AM,19.90,3.6
63rd Street Weather Station,07/10/2015 12:00:00 PM,20.60,4
63rd Street Weather Station,07/10/2015 01:00:00 PM,20.20,4.9
63rd Street Weather Station,07/10/2015 02:00:00 PM,20.80,3.1
63rd Street Weather Station,07/10/2015 03:00:00 PM,21.60,5.8
63rd Street Weather Station,07/10/2015 04:00:00 PM,21.80,5.4
63rd Street Weather Station,07/10/2015 05:00:00 PM,21.40,4
63rd Street Weather Station,07/10/2015 06:00:00 PM,21.70,4.5
63rd Street Weather Station,07/10/2015 07:00:00 PM,21.70,4.5
63rd Street Weather Station,07/10/2015 08:00:00 PM,21.20,3.6
63rd Street Weather Station,07/10/2015 09:00:00 PM,20.30,4
63rd Street Weather Station,07/10/2015 10:00:00 PM,21.10,3.6
63rd Street Weather Station,07/10/2015 11:00:00 PM,21.10,2.2
63rd Street Weather Station,07/10/2015 12:00:00 AM,18.30,2.2
63rd Street Weather Station,07/11/2015 01:00:00 AM,19.30,2.2
63rd Street Weather Station,07/11/2015 02:00:00 AM,19.40,5.8
63rd Street Weather Station,07/11/2015 03:00:00 AM,19.80,4
63rd Street Weather Station,07/11/2015 04:00:00 AM,18.80,3.6
63rd Street Weather Station,07/11/2015 05:00:00 AM,18.50,4
63rd Street Weather Station,07/11/2015 06:00:00 AM,18.70,6.7
63rd Street Weather Station,07/11/2015 07:00:00 AM,19.90,4.9
63rd Street Weather Station,07/11/2015 08:00:00 AM,22.00,3.6
63rd Street Weather Station,07/11/2015 09:00:00 AM,20.80,1.8
63rd Street Weather Station,07/11/2015 10:00:00 AM,21.30,1.3
63rd Street Weather Station,07/11/2015 11:00:00 AM,22.70,2.7
63rd Street Weather Station,07/11/2015 12:00:00 PM,24.90,4
63rd Street Weather Station,07/11/2015 01:00:00 PM,25.40,2.2
63rd Street Weather Station,07/11/2015 02:00:00 PM,22.70,3.6
63rd Street Weather Station,07/11/2015 03:00:00 PM,21.50,1.8
63rd Street Weather Station,07/11/2015 04:00:00 PM,21.40,3.1
63rd Street Weather Station,07/11/2015 05:00:00 PM,22.60,8
63rd Street Weather Station,07/11/2015 06:00:00 PM,21.70,3.6
63rd Street Weather Station,07/11/2015 07:00:00 PM,21.20,4.5
63rd Street Weather Station,07/11/2015 08:00:00 PM,20.90,2.2
63rd Street Weather Station,07/11/2015 09:00:00 PM,21.10,8
63rd Street Weather Station,07/11/2015 10:00:00 PM,22.50,4
63rd Street Weather Station,07/11/2015 11:00:00 PM,21.20,4.9
63rd Street Weather Station,07/11/2015 12:00:00 AM,19.80,5.4
63rd Street Weather Station,07/12/2015 02:00:00 AM,19.70,4.9
63rd Street Weather Station,07/12/2015 03:00:00 AM,19.40,4
63rd Street Weather Station,07/12/2015 04:00:00 AM,19.00,3.1
63rd Street Weather Station,07/12/2015 05:00:00 AM,19.20,3.1
63rd Street Weather Station,07/12/2015 06:00:00 AM,19.40,2.7
63rd Street Weather Station,07/12/2015 07:00:00 AM,19.20,2.7
63rd Street Weather Station,07/12/2015 08:00:00 AM,19.20,4
63rd Street Weather Station,07/12/2015 09:00:00 AM,20.90,4.9
63rd Street Weather Station,07/12/2015 10:00:00 AM,20.20,8
63rd Street Weather Station,07/12/2015 11:00:00 AM,20.80,4.9
63rd Street Weather Station,07/12/2015 12:00:00 PM,20.60,4.9
63rd Street Weather Station,07/12/2015 01:00:00 PM,20.90,7.6
63rd Street Weather Station,07/12/2015 02:00:00 PM,21.10,6.3
63rd Street Weather Station,07/12/2015 03:00:00 PM,21.80,5.4
63rd Street Weather Station,07/12/2015 04:00:00 PM,22.10,0.9
63rd Street Weather Station,07/12/2015 05:00:00 PM,22.10,5.8
63rd Street Weather Station,07/12/2015 06:00:00 PM,22.10,5.4
63rd Street Weather Station,07/12/2015 07:00:00 PM,22.00,3.6
63rd Street Weather Station,07/12/2015 08:00:00 PM,21.40,9.4
63rd Street Weather Station,07/12/2015 09:00:00 PM,21.40,5.8
63rd Street Weather Station,07/12/2015 10:00:00 PM,21.80,4
63rd Street Weather Station,07/12/2015 11:00:00 PM,24.30,4
63rd Street Weather Station,07/12/2015 12:00:00 AM,20.30,3.1
63rd Street Weather Station,07/13/2015 01:00:00 AM,23.60,2.7
63rd Street Weather Station,07/13/2015 02:00:00 AM,23.40,9.4
63rd Street Weather Station,07/13/2015 03:00:00 AM,23.10,1.3
63rd Street Weather Station,07/13/2015 04:00:00 AM,22.80,4
63rd Street Weather Station,07/13/2015 05:00:00 AM,22.70,4.5
63rd Street Weather Station,07/13/2015 06:00:00 AM,22.40,4.9
63rd Street Weather Station,07/13/2015 07:00:00 AM,22.60,4.5
63rd Street Weather Station,07/13/2015 08:00:00 AM,19.80,4.9
63rd Street Weather Station,07/13/2015 09:00:00 AM,20.30,5.8
63rd Street Weather Station,07/13/2015 10:00:00 AM,19.60,5.4
63rd Street Weather Station,07/13/2015 11:00:00 AM,23.30,4
63rd Street Weather Station,07/13/2015 12:00:00 PM,25.30,3.6
63rd Street Weather Station,07/13/2015 01:00:00 PM,26.50,6.3
63rd Street Weather Station,07/13/2015 02:00:00 PM,27.70,3.6
63rd Street Weather Station,07/13/2015 03:00:00 PM,28.70,7.6
63rd Street Weather Station,07/13/2015 04:00:00 PM,29.40,1.3
63rd Street Weather Station,07/13/2015 05:00:00 PM,29.60,4
63rd Street Weather Station,07/13/2015 06:00:00 PM,30.10,4.5
63rd Street Weather Station,07/13/2015 07:00:00 PM,30.20,2.2
63rd Street Weather Station,07/13/2015 08:00:00 PM,27.60,4.5
63rd Street Weather Station,07/13/2015 09:00:00 PM,26.80,4.9
63rd Street Weather Station,07/13/2015 10:00:00 PM,22.40,2.2
63rd Street Weather Station,07/13/2015 11:00:00 PM,23.70,3.1
63rd Street Weather Station,07/13/2015 12:00:00 AM,24.00,2.2
63rd Street Weather Station,07/14/2015 01:00:00 AM,25.70,2.7
