Station Name,Measurement Timestamp,Air Temperature,Wind Speed
63rd Street Weather Station,07/31/2015 01:00:00 PM,30.40,2.5
63rd Street Weather Station,07/31/2015 02:00:00 PM,30.10,7.4
63rd Street Weather Station,07/31/2015 03:00:00 PM,30.20,5.3
63rd Street Weather Station,07/31/2015 05:00:00 PM,29.60,3.7
63rd Street Weather Station,07/31/2015 06:00:00 PM,29.20,4.8
63rd Street Weather Station,07/31/2015 07:00:00 PM,28.60,3.0
63rd Street Weather Station,07/31/2015 09:00:00 PM,26.70,2.7
63rd Street Weather Station,07/31/2015 10:00:00 PM,25.60,0.6
63rd Street Weather Station,07/31/2015 11:00:00 PM,24.90,1.1
63rd Street Weather Station,07/31/2015 12:00:00 AM,26.00,2.0
63rd Street Weather Station,08/01/2015 01:00:00 AM,23.40,1.5
63rd Street Weather Station,08/01/2015 02:00:00 AM,22.50,1.8
63rd Street Weather Station,08/01/2015 03:00:00 AM,22.00,2.0
63rd Street Weather Station,08/01/2015 04:00:00 AM,21.20,2.2
63rd Street Weather Station,08/01/2015 05:00:00 AM,20.50,1.9
63rd Street Weather Station,08/01/2015 06:00:00 AM,20.20,2.2
63rd Street Weather Station,08/01/2015 07:00:00 AM,21.00,3.6
63rd Street Weather Station,08/01/2015 08:00:00 AM,22.90,2.9
63rd Street Weather Station,08/01/2015 09:00:00 AM,25.00,2.2
63rd Street Weather Station,08/01/2015 10:00:00 AM,26.50,2.6
63rd Street Weather Station,08/01/2015 11:00:00 AM,27.70,1.7
63rd Street Weather Station,08/01/2015 12:00:00 PM,27.70,5.5
63rd Street Weather Station,08/01/2015 01:00:00 PM,28.30,4.8
63rd Street Weather Station,08/01/2015 02:00:00 PM,29.40,3.5
63rd Street Weather Station,08/01/2015 03:00:00 PM,30.10,3.3
63rd Street Weather Station,08/01/2015 04:00:00 PM,30.40,3.6
63rd Street Weather Station,08/01/2015 05:00:00 PM,29.80,4.1
63rd Street Weather Station,08/01/2015 06:00:00 PM,29.20,5.8
63rd Street Weather Station,08/01/2015 07:00:00 PM,28.80,5.2
63rd Street Weather Station,08/01/2015 08:00:00 PM,27.90,5.4
63rd Street Weather Station,08/01/2015 09:00:00 PM,27.40,3.9
63rd Street Weather Station,08/01/2015 10:00:00 PM,26.70,3.8
63rd Street Weather Station,08/01/2015 11:00:00 PM,26.10,3.1
63rd Street Weather Station,08/01/2015 12:00:00 AM,24.30,1.2
63rd Street Weather Station,08/02/2015 02:00:00 AM,24.80,3.8
63rd Street Weather Station,08/02/2015 03:00:00 AM,24.30,3.7
63rd Street Weather Station,08/02/2015 04:00:00 AM,23.90,4.5
63rd Street Weather Station,08/02/2015 05:00:00 AM,23.20,2.2
63rd Street Weather Station,08/02/2015 06:00:00 AM,22.10,2.4
63rd Street Weather Station,08/02/2015 07:00:00 AM,22.20,2.4
63rd Street Weather Station,08/02/2015 08:00:00 AM,24.80,3.8
63rd Street Weather Station,08/02/2015 09:00:00 AM,26.30,4.1
63rd Street Weather Station,08/02/2015 10:00:00 AM,28.40,6.3
63rd Street Weather Station,08/02/2015 11:00:00 AM,30.30,5.0
63rd Street Weather Station,08/02/2015 12:00:00 PM,30.70,8.7
63rd Street Weather Station,08/02/2015 01:00:00 PM,32.10,6.1
63rd Street Weather Station,08/02/2015 02:00:00 PM,32.30,8.4
63rd Street Weather Station,08/02/2015 03:00:00 PM,31.70,6.2
63rd Street Weather Station,08/02/2015 04:00:00 PM,31.50,5.7
63rd Street Weather Station,08/02/2015 05:00:00 PM,32.00,8.9
63rd Street Weather Station,08/02/2015 06:00:00 PM,31.80,8.1
63rd Street Weather Station,08/02/2015 07:00:00 PM,31.30,7.2
63rd Street Weather Station,08/02/2015 08:00:00 PM,30.80,8.1
63rd Street Weather Station,08/02/2015 09:00:00 PM,30.20,6.9
63rd Street Weather Station,08/02/2015 10:00:00 PM,29.40,6.6
63rd Street Weather Station,08/02/2015 11:00:00 PM,22.20,8.1
63rd Street Weather Station,08/02/2015 12:00:00 AM,25.60,4.1
63rd Street Weather Station,08/03/2015 01:00:00 AM,19.80,2.9
63rd Street Weather Station,08/03/2015 02:00:00 AM,19.80,2.1
63rd Street Weather Station,08/03/2015 03:00:00 AM,20.70,2.2
63rd Street Weather Station,08/03/2015 04:00:00 AM,20.50,2.1
63rd Street Weather Station,08/03/2015 05:00:00 AM,20.50,2.3
63rd Street Weather Station,08/03/2015 06:00:00 AM,20.60,2.5
63rd Street Weather Station,08/03/2015 07:00:00 AM,21.90,1.6
63rd Street Weather Station,08/03/2015 08:00:00 AM,23.10,1.9
63rd Street Weather Station,08/03/2015 09:00:00 AM,23.60,3.4
63rd Street Weather Station,08/03/2015 10:00:00 AM,22.90,5.0
63rd Street Weather Station,08/03/2015 11:00:00 AM,22.90,2.0
63rd Street Weather Station,08/03/2015 12:00:00 PM,23.60,3.7
63rd Street Weather Station,08/03/2015 01:00:00 PM,23.20,4.5
63rd Street Weather Station,08/03/2015 02:00:00 PM,24.20,3.1
63rd Street Weather Station,08/03/2015 03:00:00 PM,24.70,1.6
63rd Street Weather Station,08/03/2015 04:00:00 PM,24.70,0.7
63rd Street Weather Station,08/03/2015 05:00:00 PM,25.90,1.6
63rd Street Weather Station,08/03/2015 06:00:00 PM,27.40,4.2
63rd Street Weather Station,08/03/2015 07:00:00 PM,26.70,4.2
63rd Street Weather Station,08/03/2015 08:00:00 PM,25.80,2.2
63rd Street Weather Station,08/03/2015 09:00:00 PM,25.20,2.1
63rd Street Weather Station,08/03/2015 10:00:00 PM,24.60,1.6
63rd Street Weather Station,08/03/2015 11:00:00 PM,23.50,2.1
63rd Street Weather Station,08/03/2015 12:00:00 AM,19.10,1.7
63rd Street Weather Station,08/04/2015 01:00:00 AM,22.30,2.1
63rd Street Weather Station,08/04/2015 02:00:00 AM,21.40,2.2
63rd Street Weather Station,08/04/2015 03:00:00 AM,20.70,1.6
63rd Street Weather Station,08/04/2015 04:00:00 AM,20.20,2.7
63rd Street Weather Station,08/04/2015 05:00:00 AM,19.70,2.3
63rd Street Weather Station,08/04/2015 06:00:00 AM,19.20,1.9
63rd Street Weather Station,08/04/2015 07:00:00 AM,20.10,2.1
63rd Street Weather Station,08/04/2015 08:00:00 AM,21.90,2.9
63rd Street Weather Station,08/04/2015 09:00:00 AM,23.60,2.6
63rd Street Weather Station,08/04/2015 10:00:00 AM,24.90,2.6
63rd Street Weather Station,08/04/2015 11:00:00 AM,25.40,3.7
63rd Street Weather Station,08/04/2015 12:00:00 PM,26.40,3.4
63rd Street Weather Station,08/04/2015 01:00:00 PM,26.50,3.4
63rd Street Weather Station,08/04/2015 02:00:00 PM,27.30,2.9
63rd Street Weather Station,08/04/2015 03:00:00 PM,28.00,1.2
63rd Street Weather Station,08/04/2015 04:00:00 PM,24.80,2.2
63rd Street Weather Station,08/04/2015 05:00:00 PM,24.50,0.9
63rd Street Weather Station,08/04/2015 06:00:00 PM,24.60,2.2
63rd Street Weather Station,08/04/2015 07:00:00 PM,24.00,2.9
63rd Street Weather Station,08/04/2015 08:00:00 PM,23.50,3.9
63rd Street Weather Station,08/04/2015 09:00:00 PM,22.70,2.2
63rd Street Weather Station,08/04/2015 10:00:00 PM,23.00,2.0
63rd Street Weather Station,08/04/2015 11:00:00 PM,22.80,0.7
63rd Street Weather Station,08/04/2015 12:00:00 AM,22.80,1.4
63rd Street Weather Station,08/05/2015 01:00:00 AM,21.90,1.2
63rd Street Weather Station,08/05/2015 02:00:00 AM,21.20,1.5
63rd Street Weather Station,08/05/2015 03:00:00 AM,20.20,0.5
63rd Street Weather Station,08/05/2015 04:00:00 AM,20.00,1.3
63rd Street Weather Station,08/05/2015 05:00:00 AM,19.60,1.9
63rd Street Weather Station,08/05/2015 06:00:00 AM,19.30,1.3
63rd Street Weather Station,08/05/2015 07:00:00 AM,21.20,1.1
63rd Street Weather Station,08/05/2015 08:00:00 AM,22.50,0.9
63rd Street Weather Station,08/05/2015 09:00:00 AM,24.40,0.5
63rd Street Weather Station,08/05/2015 10:00:00 AM,24.50,1.2
63rd Street Weather Station,08/05/2015 11:00:00 AM,24.10,1.1
63rd Street Weather Station,08/05/2015 12:00:00 PM,24.30,1.5
63rd Street Weather Station,08/05/2015 01:00:00 PM,24.70,3.7
63rd Street Weather Station,08/05/2015 02:00:00 PM,24.40,4.6
63rd Street Weather Station,08/05/2015 03:00:00 PM,24.00,5.3
63rd Street Weather Station,08/05/2015 04:00:00 PM,23.80,5.1
63rd Street Weather Station,08/05/2015 05:00:00 PM,23.70,5.3
63rd Street Weather Station,08/05/2015 09:00:00 PM,23.10,3.6
